star,date,cmt
10,2019-03-09,좋았어요 울컥하게 만드는 힘이 있는 영화  
10,2019-03-09,"관람객다음 어벤져스가 기대됨. 단순한 히어로영화로 볼수있지만  설정자체로 의미있는 영화. 여성캐릭터가 수동적,섹시한 여성이아니라 멋진'사람' 으로 나와서 좋았음. 그리고 고양이가 인상적이었다.  "
10,2019-03-10,재밌기만하구만.남자 일색의 마블 히어로들 중 강력한 여자 히어로 탄생 환영이요.  
10,2019-03-10,댓글보고 안볼까 하다 방금 보고 왔더니 재밌는데? ㅋㅋㅋ 뭐가 페미라는지도 모르겠고 걍 평점 테러인듯 다들 이 영화 보세요~ 진짜 후회 안함  
10,2019-03-09,재밌던데 왜 다들 저러는지 덜덜1점이 알바 아닌가?  
10,2019-03-09,페미니즘 배우라면서 떠들어 대는데 작품성은 전혀 놓치지 않음  
10,2019-03-09,"저는 이 정도 악평이 있는지 몰랐구요, 친구는 알고 있어서 보지 말자고 했는데 봤거든요. 결과적으로는 둘다 너무 재밌게 보고 나왔어요. 안보면 후회했을듯. 평점 왜이런지 모르겠어요 ㅎㅎ  "
10,2019-03-09,재미있게 잘  받습니다 보면 알아요 훈훈 합니다  
10,2019-03-09,재밌게잘봤어요 !! 쿠키2먼은 허무했지만  
7,2019-03-06,타노스에게 미리 명복을 빌어준다.  
10,2019-03-09,영화내내 쾌감이 엄청남. 다음 시리즈가 기대됨  
10,2019-03-09,긴말 안하고 재밌습니다 캡마2345 안나오나여  
10,2019-03-09,주인공의 고난속 불굴의 이야기가  새롭게 느껴집니다.  
9,2019-03-08,관람객왜들 이리 시끄러운지. 그냥 재미있었음.  
10,2019-03-08,관람객너무 너무 좋았습니다!!  
10,2019-03-09,관람객재밌게 봤어요.참 만화같다고 생각은 드네요 ㅋㅋ  
10,2019-03-09,"아이언맨, 닥스 다음 내 최애 히어로가 됐당!!! 우주선과의 전투씬이 특히 인상 깊었고 얼른 어벤져스 개봉 했으면!!  "
10,2019-03-08,관람객역시 잼나네요.아들이랑 둘이서 신나게 봤습니다..계속해서 마블영화를 볼것입니다요..  
10,2019-03-09,관람객재밌는데 왜들저럼??  
10,2019-03-09,관람객역시 마블이네요 재미없을줄알앗는데 마블은 마블  
8,2019-03-09,관람객멋진영화같아요!다음기대되요.  
8,2019-03-09,관람객시간가는지모르고봤네요ㅋㅋ  
10,2019-03-09,영화리뷰 안 쓰는 사람임 일부러 쓰려고 들어옴 이 영화 최고임 알바아님 속이 다 후련함!!!  
10,2019-03-09,재밌기만 하구만 마블짱  
10,2019-03-09,"엔드게임 보려고 봤는데 마블은 기본은 하는거같아요. 루소감독들의 수준까진 아니지만 기본은 되어있는 영화, 하지만 빌런은 약하다. 아님 캡틴 마블이 너무 쎈거 일수도....??  "
10,2019-03-09,저는 어벤져스 영화 나왔던 중에 가장 최초로 갭틴마블이 더 재미있었음 느낀점은 일딴  지구를 지키는 모습장면도 너무나 감동적인 느낌을 받았고 또한 억울하게 당하고 있는 외계인 도와주고  옛날에 같이 조종했던 엄마에 딸을 만났다  너무 재미있었다.  
10,2019-03-09,재밌음.긴말 필요없음  
10,2019-03-09,기대했던만큼 너무 재밌었고 어벤져스 엔드게임이 더 기대됐음 ㅠㅠㅠㅠ 캡마 개쎄다 진짜루.... 다 뽀사버림  
10,2019-03-09,보고 말해라 좀 ㅋㅋㅋㅋ  
9,2019-03-10,안본다면서 예메율 1위네 ㅋㅋㅋㅋ  
10,2019-03-10,재밌어요!온가족이다같이봤네요~왜평점이낮은지모르겠어요 ㅠㅠ구스도귀엽고영화전개도좋았어요  
10,2019-03-09,타노스 넌 ㅈ됏다 캡마형님 개지리신다  
8,2019-03-09,관람객캡틴마블능력이 부러울뿐이고!!  
10,2019-03-09,정말 재밌습니다 평점 신경안쓰고 봤는데 후회 안합니다  
10,2019-03-06,말이 필요없다. 통쾌한 액션!  
10,2019-03-06,야 뉴스에도 우리 싸우는거 나온다 ㅡㅡ싸우지말고 영화만 평가해 제발 ;;  
10,2019-03-06,주인공 존멋이고 고양이 존귀....  
10,2019-03-09,너무재밌다 진짜 3~4번도 더 볼 영화인듯  
10,2019-03-09,이 영화를 본 사람 ... 체온이 상승할 것 입니다. 무언가 끓어오릅니다. 캡틴마블짱!  
10,2019-03-09,평점테러에 더럽혀지지않길  
10,2019-03-09,방구석 백수 한국남자들이 할 수 있는거라곤 별점테러. 그 이상도 그 이하도 아닌.  
10,2019-03-09,남자친구랑봤는데 둘다 재밌게 잘봣음! 정신병자들 왜 난리치는지 이해안가네 ㅉㅉ  
10,2019-03-08,관람객두시간내내 시간 가는줄 모르고 몰입  
9,2019-03-07,왜 재밌기만한데 페미건 뭐건 다 떠나고 영화로만 평 남깁니다.  
10,2019-03-06,개잼 멋있기만 하구만 강추  
1,2019-03-06,관람객기대하지말고 킬링타임용으로 보십시오 개인적으로 연기를 너무 못해서 돈이 아깝네요  
8,2019-03-10,이제 캡틴아메리카와 윈터솔져는 민간인  확정이네요. 히어로들 너무 강해졌다  
10,2019-03-09,우주최강 캡틴마블 타노스 넌 죽었어  
10,2019-03-06,빨리 4월이 와서 타노스랑 붙었으면 좋겠네요 :-) 스트레스 확 풀려요 ! 구스도 엔드게임에서 한 몫 했음 좋겠는데 ㅎㅎ 건틀렛을 삼킨다든지같은 ㅋㅋ  
10,2019-03-06,구스존귀 캡틴마블존멋 ㅠㅠㅠㅠ  
8,2019-03-07,충무로 댓글알바들 평점테러중이네   ... 베뎃이 다 1점 2점이 말이대냐 너무티난다 ㅋ  
1,2019-03-06,관람객그냥 마블이 마블을 조져났네 ㅋㅋ 무슨 슈퍼맨 배트맨 세계관이구만  
5,2019-03-06,관람객마블이라서 본 영화였다.  
5,2019-03-06,관람객역시 냐옹이가 최고야.  
6,2019-03-07,"관람객주연배우 논란은 제치더라도 영화 자체의 스토리가 빈약함. 첫편은 히어로가 되는 그 과정에, 역경을 이겨내고 히어로가 되기 위한 당위성을 제시하는 마블 특유의 스토리 라인이 없음. 어벤져스4에서의 파워밸런스를 맞추기 위해 급히 영화를 만든 느낌.  "
2,2019-03-06,관람객여태 본 마블영화중에 최악  
3,2019-03-06,관람객이 영화는 첫번째 쿠키영상만 보면된다  
1,2019-03-06,관람객솔직히 재미없다ㅡㅡ 그냥 쿠키영상만 보면 되는 영화.. 유튜브에 쿠키영상 올라오면 그것만 보셔도 어벤져스 4편 보는데 무리없을껍니다 고양이는 귀여움  
1,2019-03-06,그린랜턴의 재림을 볼수있다  
10,2019-03-09,어벤져스 앤드게임 기대돼요  
10,2019-03-09,미쳐따.. 히어로물 싫어하는데 할 거 없어서 봤는데 대존잼 ㅜㅜ  
10,2019-03-09,보실 분은 반드시 앞에 나온 마블 영화들 꼭 보고 보세요! 떡밥이 진짜 많아요!!  
10,2019-03-09,"진짜재밌게봤다 쓰러지고 넘어져도 다시 일어나는 과거회상과 함께 적을 날려버리는 연출,정말 진부한데도 그 주인공이 여성이라는것만으로도 너무 색달랐어. 그리고 ㅋㅋ중간중간 유머 역시 마블이다싶었던 넘 잼게밧습니다 츄천츄천  "
10,2019-03-09,역시 마블~~최고~~^^  
10,2019-03-09,i have nothing to prove to you.  
8,2019-03-09,관람객애들이 좋아하고 재미있음  
9,2019-03-06,막 잘만든 영화는 아님 6-7점이 맞는듯. 근데 평점테러 감안해서 조금 높게 줌  
10,2019-03-07,이젠 너네가 더 정신병같아.. 우르르 몰려와서 무섭다 야;; 너네꼴을 좀 돌아봐  
9,2019-03-06,닉 퓨리 집사역 잼었음ㅋㅋㅋ여주도 너무 여리여리 하지않고 늠름한 군인같아서 생각보다 역할 잘 어울렸고 4D로 봤는데 비행씬이 많아서 볼만했다. 쿠키 영상 2개고 엔드게임 보실분은 꼭 챙겨보시길!  
10,2019-03-06,또봐야지 너무 재밌어요  
10,2019-03-06,이게 영화다 역대급 꿀잼  
10,2019-03-06,하 존잼 꿀잼 내일 또 보러감  
10,2019-03-06,이제 시작이다  
10,2019-03-06,느그들 영화 안봤지 방구석 불매충  
10,2019-03-09,보지도 않고 1점 주는 건 뭐하자는 거지ㅎ  
10,2019-03-09,진짜 멋져요!! 제가 본 히어로 중에 가장 갠지...  
10,2019-03-09,너무재밌게봤어요 이런 영화라면돈이 아깝지않다  
10,2019-03-09,난 평생 통제된 채 싸워왔어 너에게 증명할 필요가 없어  
10,2019-03-10,만점 드립니다~~~~  
10,2019-03-10,와 캡마 우주에서 다 뿌셔뿌셔할때 개사이다 존나쎈 캡마는 사랑입니다.  
10,2019-03-09,재밌기만 하더만 어휴 평가에 낚여서 낮게봣네.  
9,2019-03-09,6일 아침9시부터 달린 안티알바들 댓글들은 거르는게 좋을것 같네요. 재밋게 잘보고 갑니다  
8,2019-03-09,너무 기대를 안했어서 그런가 재미있었어요유치한 면도 분명 있긴했지만... 주인공 캐릭터가 정말 마음에 들었움!  
10,2019-03-09,재밌있음. 시빌워 보고 마블 놨었는데 이거보니까 전 시리즈 다시 보고싶어짐.  
10,2019-03-09,최고 ㅋㅋ존잼 왜저리발작하누...  
4,2019-03-06,관람객마블 영화중 제일 별로인듯...  
4,2019-03-06,관람객살짝지루하면서.. 너무기대한탓인지 그냥그러네요 그래도 마블시리즈이해하려면 보는거 추천입니다  
6,2019-03-06,관람객두시간 보는중에 한시간졸았음..  
10,2019-03-09,재밌기만 하구만 뭘그래~~ 3D로 봤어욤  
10,2019-03-09,넘나재밌는것!!추천합니다^^  
10,2019-03-09,무조건 봐라!와칸다보다 백배는 재미지더라.  
10,2019-03-09,디시빠들아이게 영화다  
10,2019-03-09,평점테러왜이럼 영화완전재밌는데다음달 에벤져스4가 더욱기대된다  
10,2019-03-09,재밌는데 평점 안타깝네여 마블 팬이면 꼭 보세요 그런거 신경쓰지 마시고  
1,2019-03-28,페미니즘적 요소는 별로 없는데 그런 거 다 떠나서 평범하게 재미없고 루즈함 DC였으면 파리 날렸을 수준  
6,2019-03-07,관람객냥냥냥 이세상의 고양이들은 승리한다  
6,2019-03-06,관람객인상깊은 고냥이~재밌게봤어요  
8,2019-03-06,'어벤져스: 엔드 게임'으로 향하는 가장 빠르고 힘 센 냥냥이펀치  
1,2019-03-07,관람객시간 가는줄 알고 봤어요 한참 졸다왔네요  
1,2019-03-06,진심으로 재미없더라..캐스팅의 문제뿐만이 아니다..  
1,2019-03-06,관람객마블중최악 의리상볼거면보고  
1,2019-03-06,평점 테러 하지마세요ㅡ.ㅡ  
10,2019-03-10,보지마 그럼 왜 보고나고 OO 이지 ...  
10,2019-03-10,오늘 보고왔는데 남자가 더 많았습니다 여친이랑 많이보러왔더라구요 방구석에서 테러나하는 남자들 반성하십쇼 분위기도 좋았고 다들 재밌다하면서 나갔습니다  
10,2019-03-09,비행기에서 토르 2인가 3인가 보고 잤던 사람이고요 그거때문에 히어로물 안좋아하는가 싶었는데 오늘 보고알았음 나는 히어로물이랑 막 패는거 존나좋아하는 사람이었음 평점 1점주는 애들은 11점주고싶었던걸로 알겟음 ㅋㅋㅋ1점저렇게많은데 총평균8점인거웃김  
10,2019-03-18,더 많은 여성들이 이 영화를 봤으면 좋겠다.우린 아무것도 증명할 필요가 없다.  
5,2019-03-07,관람객실제어제 보고온 관람객인데(옆에 뜨는거보면 알거임) 페미든 뭐든 관심없고 영화가 너무 지루함 전투신은 너무 엉성하고..악역들은 임팩트가 단 1도없고 따라서 긴박함또한 하나도못느낌 루소판 어벤져스 엔드워에서 캡틴마블이 좀 제대로 나와줬음 하면 바람이네요  
6,2019-03-07,관람객다른 마블 작품들보다 재미가 덜 했던 것같아요 ㅠㅠ  
6,2019-03-07,관람객리뷰만 봐도 다 알수있는 영화  
2,2019-03-06,"관람객예고편이 전부,  공백 제외하고 10자 이상 적으래서 마저 적습니다.  "
2,2019-03-07,관람객ㅜㅜ지루하다 긴장감도 안들고 뭔가. 마블영화 같지 않은 3류 히어로물ㅜㅜ  
2,2019-03-06,관람객표정이 없는 배우. 중간에 피식피식하는것빼곤 영화끝날때까지 똑같은표정  
1,2019-03-06,스탠리의 기획의 마지막 영화 주인공이 스탠리 고인모독ㅋ  
2,2019-03-06,관람객너무 뻔하고 재미없는 스토리였다  
1,2019-03-06,관람객마블 역대 탑1 망작이다  
10,2019-03-10,진짜 너무 재밌었고 남자들 이런 심정이었구나드디어 내가 이입할 히어로가 생김내가 어릴 적에 이런영화가 있었다면 당근빠따 내 어릴적 꿈은 비행기 조종사였음  
1,2019-03-06,관람객예고편의 우려가 현실로...아역배우 캐스팅 잘했지만...어른이된 캡틴마블은 글쎄....  
4,2019-03-07,관람객개봉에 앞서 문제가 될 법했던 요소들은 생각보다 별 문제가 아니었지만 영화 자체의 재미가 떨어집니다.  
10,2019-03-09,평점보고 기대를안해서그런가저는 만족햇어용ㅎ  
10,2019-03-27,살면서 처음으로 좋아하는 영웅이 생겼다 .. 남자들은 어릴때부터 이런 남자영웅들을 애정하며 그들을 보며 큰꿈을 키우며 살아왔구나 나는이 좋은 걸 30대가 다되어서야 처음으로 누리네.. 캡틴마블 고맙습니다ㅠㅠ  
10,2019-03-12,여기에 별점테러나 하고 있는 남자들이 얼마나 한심한지 알수있는 작품  
10,2019-03-12,개꿀잼인데 남자들 왤케 예민해 ㅠ..  
10,2019-03-10,졸라게 재미만 있다.  일베새끼들아 니들때문에 한남소리 듣는 우리는 뭐가 되냐. 제발  별점테러같은 백수짓 그만하고.나가서 가족들이나 아껴줘라.  
10,2019-03-10,어벤져스 끝판왕 그래서 이제야 나온듯  
9,2019-03-09,누구인가 누가 캡마 안보고 엔드게임 봐도 된다고 하였는가^^... 캡마 안보고 마블 영화 보는거=만화책 1권~10권 건너뛰고 나머지 보라는 소리임 꼭 봐야함개인적으로는 8점 정도라고 생각하는데 평점 너무 낮아서 9점드림  
10,2019-03-09,고작 별점 테러ㅋㅋ 나한테는 최고의 영화다  
10,2019-03-09,"너무 재밌게 봤어요. 평점 장난 너무 심하네요. 쓰러져도 계속 일어나는 모습 너무 감동했고, 실로 오랜만에 히어로물 보며 감동했습니다.  "
10,2019-03-09,"캡틴마블 존잼임, 보지도 않고 평점테러하는  놈들은 뭐임?캡마 우주 최고 짱세다~!몇 번이고 쓰러져도 일어나는 캐롤이 최고임  "
10,2019-03-09,이 영화를 스크린에서 안 보면 평생을 후회했을 것이다 마블 최초 여성 히어로이자 마블의 시초. 진짜 최고의 영화 다시 또 볼 거  
10,2019-03-09,옳지못한 이유로 욕하고 별점테러하는것들 그 수준 보인다. 정상인들은 그냥 보고 나오지 난 재밌게 봤다  
10,2019-03-09,"영화마니아로서 이번 영화는  꼭 보시기를 추천해드립니다.  올해 개봉한 영화 가운데 스케일과 내용 영화로서의 가치가 최고인 영화입니다.  우리나라 영화제작자 그리고 영화인들도 꼭 보시기를 추천드립니다.  똑같은  방향,생각의 전환이 얼마나 중요한지요.  "
10,2019-03-11,"  캡틴마블의 힘의 원천에 대해,닉퓨리가 캡틴마블을 마지막에서야 부른 이유를 알게 해 준 영화였습니다. 개그 요소도 많이 포함 되어 있어 극장에서 다같이 웃기도 했고, 재미있게 잘 봤습니다. 마블의 첫 페미니즘 영화 응원합니다!  "
