star,date,cmt 
10,2019-03-19,별점테러좀하지마 브리라슨 넘 멋져요  
8,2019-03-19,관람객댓글보다보니 색안경을 끼고 봤는데아쉬운 부분은 있더라도잘 만든 영화라는 생각이 드네요.그 와중에 구스는 정말 맘에 들었음  
9,2019-03-19,관람객댓글보고 진짜 별론가 싶었는데 페미에 과잉반응 사람들이 난장판 쳐논거 같네요 재밌게 잘봤습니다. 다음 어벤져스 내용이 궁금하네요. 댓글보고 진짜 별론가 싶었는데 페미에 과잉반응 사람들이 난장판 쳐논거 같네요 재밌게 잘봤습니다. 다음 어벤져스 내용이 궁  
10,2019-03-18,i have nothing to prove to you... 가슴에 남는 말이네요!! 조조로 봤는데 다시 한 번 보고 싶을 정도로 좋았어요...  
10,2019-03-18,관람객재밋어용 남자친구랑 같이 봣어융 퓨리 젊엇을때도 보고 ㅎㅎ 빨리 다음꺼 개봉햇으묜 좋겟어요  
10,2019-03-18,관람객개꿀잼!!!!너무너무너무너무 재밋어요  
10,2019-03-18,진~~~짜 재밌어요 ~~  
10,2019-03-18,구스 룰 더 월드!!!!  
10,2019-03-18,존잼핵잼 여자히어로 짱짱맨~  
10,2019-03-18,관람객저는 좋았어요~어벤져스 4를 보기전에 캡틴마블의 힘이 어느정도인지 확인해서 ㅋ  
10,2019-03-18,관람객재미있게 잘 봤어요~ 어벤져스4 기대되네여~  
10,2019-03-18,오져멋져쩌러지려쥬거  
1,2019-03-18,진짜 너무 재미 없었다. 인물들이 너무 단편적이고 유치해서 초등학생용 영화보는 줄 알았다ㅜㅜ  
10,2019-03-18,저는 두번 봤는데 두번 다 괜찮고 재밌었어요! 제가 하도 논란이 많아서 기대를 안하고 봐서 그런지 모르겠는데 저는 괜찮더라구요!  
10,2019-03-18,예상했던 것보다 훨씬 재밌었음  
10,2019-03-18,마블영화 미국 히어로물 별로 안좋아하는데 이건 너무 재밌었다  
8,2019-03-18,관람객마블은 날아다니는 건가요  
8,2019-03-18,관람객재밌게잘봤습니다~~  
10,2019-03-18,재미있어용 너무 멋있으..  
8,2019-03-18,1편은 언제나 좀 지루하긴 하지.. 큰 기대없이 볼만한 정도~  
2,2019-03-18,내 취향은 아닌듯 합니다. 잼 없어요  
6,2019-03-17,갠적으로 dc의 슈퍼맨처럼 밸런스 붕괴 인 것 같다. 우주 에서 그냥 날아다니는 갈 보면서 아 이건 아니다 너무 갔다 라는 생각이 들었다  
1,2019-03-17,그냥 막장임 역대마블영화중 최악. 매우 실망스러움  
1,2019-03-17,아래댓글 개웃기네 ㅋㅋ 평론가들 허벌로 5점은 깔고주는데 6점? ㅋㅋㅋㅋ 고양이가 히어로보다 기억남는 시점에서 말 다한 영화  
10,2019-03-17,페미라기보단 시대반영이지 않을까? 그 시대엔 솔직히 여성의 인권이 바닥을 쳤었고 조롱하는것이 일상이었으니까  
10,2019-03-17,상당히 재미있습니다!!  
10,2019-03-17,우리집 고양이도 플러큰은 아니겠져????.?  
4,2019-03-17,"형편없는 액션, 매력없는 주인공, 평범한 이야기.  "
3,2019-03-17,고양이랑 뒤에 쿠키 영상 2개하고 인트로부분 스탠 리 추모하는 부분만 보려고 영화본거같음빌런들 라인은 역대급으로 허술했고캡틴마블의 각성 이유도 다른 하어로들의 각성 과정에 비하면 너무 성급하고 허술한게 아니였나 생각이됨아쿠아맨보다도 노잼이였다  
10,2019-03-17,대사한줄한줄 너무 멋졌구요 영화 후반부에 개인적으로 온몸에 전율이 흐르는 느낌이었습니다 한번 더보러가고싶어요  
10,2019-03-17,캐롤 댄버스는 본인이 가지게 된 힘을 통제 받지만 그 통제에 벗어나며 아주 호쾌하고 시원하게 적들을 해치움 고구마 답답이를 뻥뻥 뚫리는 사이다  
10,2019-03-17,돈아깝지않은영화였어요 악플이해안감  
10,2019-03-17,겁나재밌구만ㅋㅋㅋㅋ꼭보세요  
6,2019-03-17,관람객그냥그럼 스토리 중간에 조금 지루하구 전투씬은 생각보단 많이없는듯?  
1,2019-03-17,정말 노잼에 페미는 페미다란걸 알려주는영화  
1,2019-03-17,캡틴아메리카 윈터솔져: 적이 방패없이 싸우자니까 받아줌페미마블: 응 증명할거 없음 맨손으로는 OO리는 능력없으면 블랙위도우보다 약함  
3,2019-03-17,지독한 페니미즘 영화. 이 여자 한명이면 모든게 끝난다. 그래도 볼거리는 있더라.  
6,2019-03-17,관람객기대했던거보다 별로였어요아들은 재미있었다고하는데저는 중간중간 지루하고 유치하고?  
4,2019-03-17,스파이더맨 블랙팬서 캡틴마블 어째 점점 재미없어진다  
5,2019-03-17,방금 영화 봤는데 웃기려고 톡톡 던지는 말도 별로고 지금 까지 작품에 비하면 재미없음 액션도 별로고  
4,2019-03-17,관람객그저 그럼 500원 받을라고 댓글씀  
10,2019-03-17,"기대한만큼, 그보다 더 너무 좋았어요  "
6,2019-03-17,페미다 아니다를 떠나 재미도 떠났다ㅜㅜ그나마 고양이와 미국식 유머로 무마  
10,2019-03-16,캡틴마블이 타노스보다 쎌 듯  
2,2019-03-16,그냥 히어로물이다..딱히 재밋다는 생각안들고 그냥 원작이랑은 많이다른 여캐 툭튀어나와서 지금까지 쌓아온 마블캐릭밸런스 파괴시킨거같은 느낌이다...마블정독자로써 조금 실망한건 사실이다  
2,2019-03-16,개지루함 진짜...자다왔음..  
8,2019-03-16,관람객새로운 영웅의 탄생^^최고  
10,2019-03-16,멋있고 이쁘고 재밌었다 빨리 앤드게임나왔으면!!  
10,2019-03-16,관람객꿀잼입니다!!!!ㅠㅠ  
10,2019-03-16,정말 재미있게봤어요. 강추!  
10,2019-03-16,영화도 좋고 캡틴마블도 겁나 멋있었음 근데 평점 왜이리 낮은거임??  
1,2019-03-16,마블 중에 블랙팬서도 재미있게봤지만 유일하게 별로인영화  
6,2019-03-16,관람객그냥 그랫다.... 비추  
6,2019-03-16,관람객히어로가 너무 쎄지니까 급격히 유치해짐...  
6,2019-03-15,관람객기대가부른참사ㅠ.ㅜ마블 시리즈중에서 가장 캐릭터 약함  
6,2019-03-15,"영화 자체가 엉성하다. 재미 없는 시트콤 같은 개그, 뭔가 어색한 캡마의 연기. 어벤져스 보려고 본거지만 캡마 시리즈는 안볼거 같다. 그리고 캡마 외모가 영...  "
2,2019-03-14,"페미 그런거 모르겠고, 원작의 그 누님의 포스는 어디로 갔능가!!!  "
5,2019-03-14,"기존의 마블 히어로 캐릭터에 비해 입체감이 하나도 없음. 타노스 불쌍해서 어떻게 하누, 갑자기 나타난 캡틴경실한테 뚝배기 깨질 생각하니 너무 빡친다.차라리 타노스한테 죽는걸로 하고 캡마는 리부트해줘라. 마블은 정말 부끄러운줄 알아야된다.  "
1,2019-03-14,관람객수가 안올라가는구나 망조 페십페미망조  
1,2019-03-14,옆에서 자더라 ;;; 난 꾸역꾸역 다 봤는데 정말 꾸역꾸역 봐야하는 영화  마블 영화라 기대하고 봐서 그런걸까...  
6,2019-03-14,관람객휴.... 마블 늘 챙겨보는데 이번엔 ㅠㅠ 너무 유치하달까요...  
4,2019-03-14,아 ㅋㅋㅋ 진짜 마블 역대급 노잼임 기대한게 잘못이다 ㅠ  
6,2019-03-14,관람객기존 마블 영화팬이라면 실망할만하다  
6,2019-03-13,관람객마블도 10년째보니까 슬슬식상하다  
6,2019-03-13,원더우먼이 나은것같다  
6,2019-03-13,볼만은 했는데 꼭 볼필요는 없는 그저그런 영화  
7,2019-03-13,"해피 데스데이 2유보다 좋았지만 극한직업, 알리타, 사바하보다 별로예요  "
9,2019-03-13,관람객알리타가 더 잼나나???봏고싶내  
8,2019-03-12,관람객새로운 인물을 알았다 이정도  
6,2019-03-12,주인공 몰입감이 떨어진 영화임 정말 잘못 뽑았음  
5,2019-03-12,관람객영화 관람 시작 10분후 잠듬.... 그리고  영화 마지막 5분전 일어남~~  
10,2019-03-12,정말 재밌게 잘봤습니다! 액션신도 화려하고 좋았어요! 엔드게임 기대됩니다 ㅎㅎ  
4,2019-03-12,이건 아니야... 이건 아니야....  
8,2019-03-12,미스 캐스팅. 배우가 좀 다 매력적이었으면 좋았을뻔.  
2,2019-03-12,이건 그냥 원펀맨 이자나 ?  
8,2019-03-12,관람객그럭저럭  재미게 보네요 ㅎㅎ  
10,2019-03-12,존잼!!!! 2차 찍으러 갑니다  
10,2019-03-12,많은 예비여성히어로들이 접했으면 좋겠다.  
8,2019-03-12,"난 좋기만 한데, 액션도 좋고, 지루하지도 안고, 예전의 마블영화하고 잘 이어지고, 모가 문제죠?  "
10,2019-03-12,최고최고최고최고최고  
10,2019-03-12,생각보다 엄청재밌었음  
10,2019-03-12,전에 스파이더맨 친구 따라서 보고 재미없길래 마블 영화 노잼인줄 알았더니 캡틴 마블 보고 생각이 바뀜 재밌다  
10,2019-03-11,진짜 속시원한 영화였다. 배역에 브리라슨이 정말 잘 어울렸다.  
9,2019-03-11,저번 어벤저스보다는 재밌는듯!! 아쿠아맨보고 캡틴마블을 엠버허드가 했으면 얼마나 볼만했을까 하는 생각도 했었지만 내용 보니 이 분이 잘 어울리는듯! 캡틴마블이 미인이여야 하는건 아니니까 파일럿으로 적절하게 어울리는듯  
10,2019-03-11,응 캡틴마블최고~~~  
1,2019-03-11,마블의 최악의 영화로 기억 될 거다  
4,2019-03-11,관람객뭔가 2프로의 아쉬움이 드는 영화  
10,2019-03-11,"캡마멋짐, 능력쓸 때 멋짐ㅜㅜ구스 귀여워!!  "
2,2019-03-11,돈잔치한 염력 미국버전  
1,2019-03-11,시간과 돈을 함께 버릴 수 있는 그런 영화....  
1,2019-03-11,처음 시작과 끝부분 빼면 하품만 나옴.  
1,2019-03-11,알리타가 차라리 좋았다.  
6,2019-03-11,관람객적당히 재미없었음. 좀 오그라드는영화  
10,2019-03-11,개존잼ㅠㅠㅠ근데 이거 마블시리즈 보는사람한텐 필수임 다음 어벤져스랑 쫌 깊이 연결됨  
1,2019-03-11,0점은 못주나요???  
5,2019-03-11,돈 낸 형이 알려준다. 니들은 다운 받아보면 된다. 옆자리 어깨형님과 손 부딪히며 푹신한 소파에 앉아 이산화탄소를 마시고 싶다면 굳이 말리지는 않는다. 다운받아 봐라. 딱 그 정도다  
2,2019-03-11,재밌는척 그만해라 마블빠들아 이중성 오지네 ㅡ 거의 페급 영화라 소문났는데  
2,2019-03-11,자고나옴 ㄹㅇ 보지마셈  
5,2019-03-11,여기서 별 10개를 준 사람들은 모두 마블을 과소평가 하였다  
1,2019-03-11,넘 기대했는데... 완전 상상이상으로  잼없다...  너무 지루함....  
6,2019-03-11,별로...보는데 지루했음  
6,2019-03-11,"난 별로에 한표! 초딩들은 재밌다고 함. 고딩은 별로라고 함 나도 별로. 초딩은 별 8점, 고딩은 5점, 난 4점  "
10,2019-03-11,"페미니즘,페미니스트는 우리의 어머니와 누이,딸들을 위해서도 바람직하고 응원해 주어야 하지만 이성,인종,빈부를 가리며 서로를 혐오하는건 참으루 슬프네요~ 캡틴마블 영화는 재미나게 봤어요, 주드로,리 페이스,아네트베닝 반가웠고 야옹이 구스~귀욤~^^*  "
5,2019-03-11,B급영화네 총도 장단감 같고 영화가 왜 케 어설프냐 여자 주인공도 너무 어설프다 싸우는것도 그렇고 폼 도 어색하고 진짜 이상해 망 영화다  
5,2019-03-11,영화와 상관은 없지만. 창시자 고인을 모욕했으며 그의 작품으로 돈을버는 도둑놈 심보를 갖고있는 인성이 나쁜사람이 나오는것을 욕을 안할수가 없다. 양심을 갖고있는 인간이라면 그렇게 해서는 안됬다.  
2,2019-03-11,마블판 우뢰매인줄...  
1,2019-03-11,페미니즘은 정신병이다.  
4,2019-03-11,이건 뭐 슈퍼맨보다 훨씬~~~쎈 울트라슈퍼우먼인데  약점도 없고.타노스가 이기면 이상한거 아님??그리고 박경림이 더 이쁨..TT  
6,2019-03-11,막 재밌지는 않다. 마블영화중 재미없는거로 탑3  
8,2019-03-11,"관람객영상미와 액션씬은 좋았음, 다만 스토리를 1편의 영화에 급하게 담은 느낌은 아쉬움  "
8,2019-03-11,나름 재밌게 봄 엔드게임을 위한 발판  
9,2019-03-11,관람객재미만있구만 왤케싸워엔드게임이 기대된다  
10,2019-03-11,다른 마블시리즈엔 얼평없던데영화안보고 얼굴분석 하러간듯영화끝나고 화장실가서 거울 꼭 보세요자기얼굴보고 눈물 흘리실 분들이 왜들 그러시나??보는내내 미소 짓고 본 영화입니다후속작 기대되요!!브리 라슨 최고야^^777  
10,2019-03-11,진짜 재밌었고 트ㄱ히 1번째 쿠키영상이 최고  
10,2019-03-10,액션은 볼만하네요~ ㅎㅎ  
10,2019-03-10,인성으로 이 영화 거를거면 왜 다른 마블배우들영화는 안거르시는지...ㅎㅎ전체적으로 다 조금씩 문제있더만  
10,2019-03-10,여자가 세상을 구한다 THE FUTURE IS FEMALE  
10,2019-03-10,관람객캐릭터 멋지고 스토리도 탄탄하고 재밌기만 하던데. 두번째 쿠키는 안봐도 되니 자막 지겨우면 나와도 됨.  
10,2019-03-10,연출도 음악도 스토리나 개연성도 모두좋음 빌런들이 약한건 아쉽지만 앤드게임에서 타노스가 그역할을 해주길바랄뿐  
7,2019-03-10,그렇게 허접하지도 그렇게 좋지도 못한 쏘쏘한 마블정도 영화  
3,2019-03-10,논란많은데 마블많이봐왔지만 이번만큼 영화보고 돈아까운적은 처음이다 하 평점10점 주는애들때문에 낚였네  
10,2019-03-10,재밌게 잘 봤습니다 평점보고 보지말까 고민했는데 고민 할 필요가 없었네영  
10,2019-03-10,정말 재밌게 봤습니다!!  
8,2019-03-10,매우재밌었으나 조금지루한면도ㅜㅜㅜ근데 엔드게임에서는 매우멋질거같아서 다음달 엔드게임개봉기다림!!  
5,2019-03-10,관람객내용이 너무 뻔하고 낮에 본건데도 지루해서 15분 졸았네요  
6,2019-03-10,관람객스토리는 별로 박진감 안느껴짐 마블 작품 중 최고 망작  
5,2019-03-10,"가장 실망스런 MCU 영화 중 하나, 배우 논란 떠나서 스토리가 가장 부실하고 캐릭터도 매력이 없다.  "
2,2019-03-10,재미없어요 보고 졸수있어요  
4,2019-03-10,패미고 나발이고 애초에 재미가 없어.  
1,2019-03-10,여태본 마블중 제일 재미없엇음..  
6,2019-03-10,마블영화 중에 제일 재미없었다 재미없다던 블랙팬서도 신선하고 재미있었는데 이거는 전개도 느리고 중간에 내용 설명 이해 안되고 마지막 더더욱 어이없고 마블 특유의 히어로 개성도 없었다는 것 마블영화도 빨리 처참히 망해버렸음 좋겠다페미라고점수짜게주는거아님  
2,2019-03-10,OOO 그냥 트랜스포머 재방송이나보겠다 하...스릴러냐무슨  
1,2019-03-10,평점이 너무 높아서 일부러 좀 낮춰드림. 마블영화 흐름상으로 빈 퍼즐 맞출 정도의 영화 7점정도면 적당해서 한참더 내려가야 할것 같고 감독이 마블 시리즈에 흑역사를 남겨준듯... 이젠 믿고 거를듯  
1,2019-03-10,끝나고 같이본친구들도 주위 사람들도 갑분싸...단순히 여주가 싫다는게 문제가 아니고 영화자체가 노잼;; 유튜버들이 비판한 이유가 있더군요. 두번째 쿠키영상은 허무함 그자체 ㅋㅋ  
1,2019-03-10,"많은 이슈가 되고있는 여배우에 대한건 논외로 하더라도, 그동안 봤던 마블 영화들에 비해 너무 별로였어요ㅜ 스토리 개연성이며 뭐며 그래도 마블이니까 보자 하고 여자친구랑 보고왔는데 둘다 후회했습니다. 마블 팬들도 이건 거르셔도 됩니다  "
8,2019-03-10,오늘 보고 왔는대 스토리도 좋고 잼있더만평점 낮게준 인간들 영화 본거맞냐?마블은 기본기가 탄탄하다  
10,2019-03-10,브리라슨이 고인모독 한적도없고 이상한데서 선동되어서 이상한말하는사람들이 영화공격하는거 보니까 기분나쁨. 진짜영화보긴했나?  
9,2019-03-10,"지금껏 살면서 네이버 영화 평점 두번째로 남깁니다. 이유는 댓글이 너무 한심해서. 영화 잼있습니다. 그동안 마블이 보여준대로 짜임새, 유머, 액션, CG 모두 출중하고 엔드게임이 기다려지네요  "
10,2019-03-10,꿀잼 핵잼 사무엘 비율 좋아서 깜놀했다 캡마 존멋탱  
10,2019-03-10,관람객재미있어요!!^^~  
10,2019-03-10,재밋게봤어요 타격감 졸리 시원함ㅋㅋ  
8,2019-03-10,관람객처음에 조금 지루하다가 중후반은 재밌었어요  
8,2019-03-10,관람객캡튼마블 열라 쌘 여자~~  
10,2019-03-10,재미있게 봤어요. 캐릭터들도 유쾌하고 냥이도 귀요미였고요 ㅎ  
10,2019-03-10,재밌게 잘 보고 왔다이 전 시리즈 안보고 봤는데도 이해가 된다캡틴 마블을 시작으로 어벤져스를 꾸린 모양이지?액션신도 훌륭하고 음악 선정도 좋았다역대 흥행 기록을 찍어야 마땅한 영화.  
6,2019-03-10,관람객기대했던 것 만큼은 아니였다  
9,2019-03-10,주인공이 쎄서 좋았다.  
8,2019-03-10,관람객마블 영화중에선 별로였음..  
10,2019-03-10,스토리 캐스팅 전부 맘에들었음 초6아들이 완전 재밌다함 패미?도대체 어느부분이 ㅋㅋ  
10,2019-03-10,관람객주인공 완전 찰떡 멋조ㅕ요!!!! 꼭보세요 후회없음  
10,2019-03-10,걍 영화도 제대로 안본 그남들이 별점테러하고 그 댓글에 추천질 하는 것 같은데ㅋㅋㅋ 머리 속에 우동사리가 아니고 뇌가 들어있다면 알 것이다 이 영화가 말하고자 하는 바가 뭔지^^  
8,2019-03-10,방금 보고왔는데 최악도 아니고 볼만하네요 평점테러에 속지마세ㅇ?  
10,2019-03-10,관람객굿굿두수수구수구구구구굿  
9,2019-03-10,관람객떡밥 최고인듯   엔드게임 기다려짐  
8,2019-03-10,"캡마 캐릭터를 표현하기에 짧을수있는 러닝타임에도, 브리 라슨 연기력이 커버되네요~반전,유머,OST 좋고~페미니 배우인성이니 외모니, 영화 그대로 즐길줄아는 성숙한 관람인이 됩시다. 페미영화 느낌 전혀 없었네요. 내 인성 얼굴이나 잘 가꾸자구요~  "
10,2019-03-10,영화 너무 재밌었어요 앤드게임이 기다려지네요  
9,2019-03-10,"마블의 시작, 캡틴 마블! 너무 멋져요 :)  "
8,2019-03-10,생각 없이 보면 재밌던데?그냥 쿠콰콰콰콰!! 슈욱 펑펑 .... 시간 잘감.  
10,2019-03-10,정말 재미있었어요!  캡틴마블도 구스도 정말정말 좋습니다.  
9,2019-03-10,관람객재밌었다. 페미니즘이라는 단어 하나에만 몰두해서 모든걸 둘로 나누고 판단하려드는건 잘못된 생각이다.  
4,2019-03-10,솔직히 망작은 아닌데  마블 영화중 가장 노잼임 액션신 부족 유머도 개 노잼  
10,2019-03-10,나는 존나쎄좋아해서 재밌었음 액션도 멋있고  
6,2019-03-10,관람객어벤져스 엔드게임을 보기 위해서 관람할거라면 비추.마블 스럽지 못했음. 안 봐도 어벤져스 엔드게임 충분히 잼나게 볼 수 있을 것 같음.  
8,2019-03-10,관람객우와 재밋다는 아닌데 어벤져스 영화 스토리를 이해하게 해주는 영화. 페미영화라고는 잘 못느꼈어요.  
8,2019-03-10,관람객생각없이 보면 잼나요 큰기대 마시고요  
10,2019-03-10,관람객재미있기만 하구만..  
10,2019-03-10,관람객어벤져스가 궁금해 미칠지경입니다  
7,2019-03-10,관람객큰 대박은 아니지만 중박이상은 된다.  
10,2019-03-10,영화만자체만보고판단합시다. 진짜재밌고웃기고  
7,2019-03-10,"여성으로서의 자각 코드를 제외한 액션이나 캐릭터, 재미는 그닥... 예고편의 그 액션, 전투씬이라면 별로라 생각했는데 실제 보니 정말 아쉬웠음. 블랙팬서에 이어 연달아 액션은 실망.  "
10,2019-03-10,솔직히 기대안했는데 보고나니 연결고리 역할인듯!!! 역시 마블  
10,2019-03-10,관람객꿀잼입니다재밌었어요  
10,2019-03-10,잼있음ㅡ왤케 테러가많지?  
8,2019-03-10,관람객아무생각없이 보기엔 나쁘지않았으나 실망이크다  
6,2019-03-10,관람객뛰는거 웃기지 않음 ㅋㅋㅋㅋ  
10,2019-03-10,풉킥ㅋ ㅋ ㅋ ㅋ애쓴다 그남들 ㅋㅋ  
10,2019-03-10,캡틴마블보고 마블 입덕 시작합니다. 웃음 재미 감동 액션 스토리까지 탄탄. 진짜 너무 재밌게 봤네요  
10,2019-03-10,마블에 꼭 필요한 히어로!! 어벤져스의 마지막 희망 캡틴마블! 앤드게임이 기대돼요 ~~  
10,2019-03-10,재밌었음 ㄷㄷㄷ  ㅋㅋㅋ  
10,2019-03-10,관람객엔드게임 기대된다ㄷㄷㄷ  
10,2019-03-10,정상적인 남녀는 잘만보고 오던데ㅋㅋ  
8,2019-03-10,관람객재밋습니다!! 퓨리 눈의 비밀ㅋ  
9,2019-03-10,관람객분명 재밌었는데 애옹이밖에 생각이 안난다  
10,2019-03-10,"관람객재밌어, 기억찾기 전에도 재밌었고 찾고 난 후에 엄청난 파워를 가지는 것도 인상깊었다  "
8,2019-03-10,관람객음악이 반가웠어요. 재밌게 봤습니다.  
10,2019-03-10,존잼이다 한번더보러감  
10,2019-03-10,별점테러 너무 심하네. 재미로 보면 블랙팬서보다 괜찮았다고 보는데.  
10,2019-03-10,안 보고 후회하지 말고 걍 봐라ㅋ 캐롤 댄버스 졸라 멋있으니께ㅋㅅㅋ 어차피 너네 페미 묻었다고 욕하면서 결국 불다하든 뭐든 볼거자너ㅋ 그니까 없는 존심 세우지 말고 걍 보셈ㅋ 느그들 안 봐도 볼 사람들 다 본다 야 후회하지 말라고 하는 소리여~  
10,2019-03-10,확실한건 블팬보다 수억배 재밌음  
10,2019-03-10,졸잼ㅠㅠㅠㅠ 구스 나오는 부분에서 빵빵 터짐ㅋㅋ기대 안했는데 넘 잼있어서 당황했음  
10,2019-03-10,고인모독을 하던 영화 주인공이 페미니스트라고 비난을하던 내 상관아니고 캡틴 마블 믿고 거른다? 라고 얘기하기 전에 니들이 지금까지 얘기해왔던 니 주둥이를 먼저 생각하시길 바란다 영화는 너무 재밌었고 엔드 게임을 보기 전에 꼭 봐야하는 영화인듯하당  
10,2019-03-10,관람객너무즐거웠어요또보고싶어요  
10,2019-03-09,관람객위도우메이커 둠피스트 겐지 나옴  
10,2019-03-09,주인공 걱정 안해도 되는 영화  
10,2019-03-09,관람객잼잇어 잼잇어 재미저 재밋ㅁ  
10,2019-03-09,관람객앤드게임을 재밌게보려면 꼭보세욤!  
10,2019-03-09,너무 재밌어서 3번째 보네요 ㅠㅠ  
8,2019-03-09,관람객역시 마블 스토리가 연결되니까 재밌어요  
8,2019-03-09,가족들이랑 메가박스에서 보고 왔는데 괜춘함 친구가 노잼이라고 해서 기대치 낮게 잡고 갔는데 의외로 평타 이상이었음. 개인적으로 평점 1점은 너무 낮고 7~8점 점도인 듯ㅇㅇ  
10,2019-03-09,존잼존잼입니다! 다음 어벤저스 시리즈가 더 기대됐어요!  
10,2019-03-09,마블이 이젠 스탠리를 위한 오프닝까지 올줄이야 ㅠㅠ 세월 빠르다  
10,2019-03-09,개재밌어 진짜 짱재밌슴 ^^!!  
10,2019-03-09,남들이 악플다니까 난 10점  
10,2019-03-09,재미있게봤음 스토리가 너무재미있게뽑힘 마블답게나옴  
10,2019-03-09,관람객오랜만에 나오는 마블영화 재미있어요!!  
8,2019-03-09,관람객재미있게 보고 왔습니다.  
8,2019-03-09,"정상적인 사고를 하는 사람들이라면 전혀 불편할게 없는 영화. 난민,페미니즘,인종차별에 대한 이야기를 적절하게 잘 녹여내면서 극의 흐름도 밸런스를 아주 잘 갖추고 있다. 정치병 걸린 사람들한테 프레임 씌워지는게 참 안타깝다.  "
10,2019-03-09,재미있는데 마지막은 ok저축은행 광고급 슈퍼우먼..  
8,2019-03-09,관람객퓨리 고양이가 제일 재밌다  
10,2019-03-09,관람객무난하게 재미있습니다.  
10,2019-03-09,관람객재밌네요 흠 중간에 조금 졸린것 빼고는!  
8,2019-03-09,관람객솔직히 재밌어요~여주 인성논란 페미 이런거 빼고 재밌습니다!!!  
10,2019-03-09,관람객ㄹㅇ 난 재밋엇다굳ㅋㅋㅋ  
10,2019-03-09,난 솔까 잼있게 봤다마벨이 젤쎈거같은데타노스는 OOOㅈㄴ 감동까지잇던데여주도 왜까는지 모르겠다아 물론 초큼 유치한거 빼고는이걸보고 어벤저스4는 꼭 봐야함  
8,2019-03-09,스토리도 다른 시리즈와 자연스럽게  연결되고  너무  재밌게 봤다  그런데  평점이 다  악평이네  얼마나 더 재밌어야  하는거냐  
10,2019-03-09,정말로 캡틴 마블을 안보고 엔드게임을 볼꺼야??  
8,2019-03-09,관람객나쁘지 않은 팝콘 무비임. 시간 때우기 좋다.  
10,2019-03-09,관람객적당히 재미있었습니다 ㅋㅋ  
10,2019-03-09,I have nothing to prove to you  
10,2019-03-09,영화를 그 자체만으로 봐야지 배우가 페미냐 아니냐 그리고 외모로 영화를 평가하네;  
10,2019-03-09,관람객재밌어요오 고양이 넘나 졸귀탱  
10,2019-03-09,관람객어벤져스 엔드게임을 보려면 꼭 봐야되는 영화. 재밌네용!  
10,2019-03-09,"영화 진짜 재밌게 봤습니다 댓글에 남자들 왜그렇게 페미라는 단어 하나만 나오면 그렇게 악을 쓰는지 그래봤자 예매율 1위 ^_^ 캡틴 아메리카보다 훨씬 재밌네요 캡틴마블 2,3차 뛰어야 겠네요 너무 잘봤습니다  "
10,2019-03-09,진짜 이런 영화 더 나왔으면 좋겠다  재미도 없는 이상한 영화들로 영화관을 채우지 말고 이런걸로 채워주세요 ㅠㅠㅠ  
10,2019-03-09,너무너무너무너무 가슴이 뻥 뚫리는 통쾌한 대사들!!!  
10,2019-03-09,"개인적으로 괜찮았던 영화이고, 지금 평점이 낮은게 안타까울 따름이다...  "
10,2019-03-09,관람객나 페미 아닌데도 공감되는 부분 많았고... 갠적으로 액션씬도 짱이었긔 캡마 서사가 넘 짱이었다는...ㅋㅋㅋ 한번 더 볼까 생각즁  
10,2019-03-09,관람객딱 적절한 시기에 딱 필요한 영화입니다.  
1,2019-03-09,캡틴마블이 등장할때마다 그렇게 좋은 시선은 아닐것.마블이라는 큰  이미지에 페미발언이 남긴 오점이 크다.  
1,2019-03-09,라면 끓이는법. 물넣고 끓인다.  
1,2019-03-09,관중 증가속도 100만에서 확 떨어진거 보소ㅋㅋㅋㅋ  주인공이 위대한페미영화라고 인증한영화라서 그런가?  
8,2019-03-09,관람객어벤져스 앤드게임을 기대하게 하는 영화  
1,2019-03-09,흠... 역대 마블 중 제일 재미없었요... ㅠㅜ 실망..  
1,2019-03-09,스탠리를 모욕했는데 이걸 마블팬이라고 재밌다고 빨아대면 위선아니냐  
1,2019-03-09,마블 이제까지 나왔던 전체 스토리의 분위기 및 밸런스를 다 망쳐버림. 이거 보고나니 엔드게임이 기대에서 걱정으로 바뀌었다  
2,2019-03-09,영화가 정말 재미없다.  
1,2019-03-09,10점짜리준 평점은 타노스가 없앤거아닌가요?? 내돈은 왜 없어졌죠?  
1,2019-03-09,"병2231,신같은 인성을 가진 배우의 영화를 꼭 봐줘야되냐? 러닝개런티로 결국 돈배채우는건 그 인성별로인 배우라고 이 멍청한 인간들아. 이런 배우가 돈벌고 떵떵거리는걸 보고 싶냐? 보고싶은 마음은 이해하는데 독똑한 사람이라면 무료행사나 쿠폰을 이용하자  "
10,2019-03-09,짱잼 브리 라슨 연기도 잘 하고 멋지네요  
4,2019-03-09,가장.잼 없는듯...  
4,2019-03-09,고인모욕 때문에 볼까 말까 하다가 한번만 보자 했는데 진짜 또 볼 만한 가치는 없어요. 여태 나온 마블 영화들 특히 라그나로크는 여러번 봐도 재밌게 봤는데.. 그리고 이슈된 페미 요소도 딱히 임팩트 없고 Hidden Figures가 훨씬 더 잘 만듬.  
1,2019-03-09,역대 최악의 마블 영화.  
2,2019-03-09,ㅇ이게8.9점이라고?  영화보던사람들 다 재미없다난리였는데   진짜마블영화중에 최악이다  
1,2019-03-09,고양이만 기억에 남는 영화구스구스  
10,2019-03-09,우리는 넘어져도 다시 일어날 것이다  
